,time_playing,Period,RTNG,GMS,Name,FideID,rtng_diff,ratio
57,126,2018-01-01,2718,6,pons,2205530,0.0,0.002207505518763797
51,127,2018-07-01,2707,0,pons,2205530,-11.0,0.0
52,128,2018-06-01,2707,8,pons,2205530,0.0,0.0029553010712966383
55,129,2018-03-01,2716,2,pons,2205530,9.0,0.0007363770250368188
53,130,2018-05-01,2709,2,pons,2205530,-7.0,0.0007382798080472499
47,131,2018-11-01,2694,9,pons,2205530,-15.0,0.0033407572383073497
48,132,2018-10-01,2713,0,pons,2205530,19.0,0.0
49,133,2018-09-01,2713,11,pons,2205530,0.0,0.004054552156284556
42,134,2019-04-01,2693,19,pons,2205530,-20.0,0.007055328629780914
38,135,2019-08-01,2678,7,pons,2205530,-15.0,0.0026138909634055266
34,136,2019-12-01,2704,22,pons,2205530,26.0,0.008136094674556213
44,137,2019-02-01,2698,0,pons,2205530,-6.0,0.0
45,138,2019-01-01,2698,6,pons,2205530,0.0,0.002223869532987398
39,139,2019-07-01,2687,0,pons,2205530,-11.0,0.0
40,140,2019-06-01,2687,9,pons,2205530,0.0,0.0033494603647190174
43,141,2019-03-01,2698,0,pons,2205530,11.0,0.0
41,142,2019-05-01,2688,2,pons,2205530,-10.0,0.000744047619047619
35,143,2019-11-01,2694,11,pons,2205530,6.0,0.004083147735708983
36,144,2019-10-01,2694,6,pons,2205530,0.0,0.0022271714922048997
37,145,2019-09-01,2684,22,pons,2205530,-10.0,0.00819672131147541
30,146,2020-04-01,2710,0,pons,2205530,26.0,0.0
26,147,2020-08-01,2710,0,pons,2205530,0.0,0.0
22,148,2020-12-01,2710,0,pons,2205530,0.0,0.0
32,149,2020-02-01,2704,0,pons,2205530,-6.0,0.0
33,150,2020-01-01,2704,0,pons,2205530,0.0,0.0
27,151,2020-07-01,2710,0,pons,2205530,6.0,0.0
28,152,2020-06-01,2710,0,pons,2205530,0.0,0.0
31,153,2020-03-01,2710,3,pons,2205530,0.0,0.001107011070110701
29,154,2020-05-01,2710,0,pons,2205530,0.0,0.0
23,155,2020-11-01,2710,6,pons,2205530,0.0,0.002214022140221402
24,156,2020-10-01,2721,6,pons,2205530,11.0,0.002205071664829107
25,157,2020-09-01,2710,0,pons,2205530,-11.0,0.0
18,158,2021-04-01,2710,0,pons,2205530,0.0,0.0
14,159,2021-08-01,2710,0,pons,2205530,0.0,0.0
10,160,2021-12-01,2704,0,pons,2205530,-6.0,0.0
20,161,2021-02-01,2710,0,pons,2205530,6.0,0.0
21,162,2021-01-01,2710,0,pons,2205530,0.0,0.0
15,163,2021-07-01,2710,0,pons,2205530,0.0,0.0
16,164,2021-06-01,2710,0,pons,2205530,0.0,0.0
19,165,2021-03-01,2710,0,pons,2205530,0.0,0.0
17,166,2021-05-01,2710,0,pons,2205530,0.0,0.0
11,167,2021-11-01,2704,5,pons,2205530,-6.0,0.0018491124260355029
12,168,2021-10-01,2701,0,pons,2205530,-3.0,0.0
13,169,2021-09-01,2701,11,pons,2205530,0.0,0.004072565716401333
6,170,2022-04-01,2704,0,pons,2205530,3.0,0.0
2,171,2022-08-01,2710,5,pons,2205530,6.0,0.0018450184501845018
8,172,2022-02-01,2704,0,pons,2205530,-6.0,0.0
9,173,2022-01-01,2704,0,pons,2205530,0.0,0.0
3,174,2022-07-01,2702,9,pons,2205530,-2.0,0.0033308660251665434
4,175,2022-06-01,2703,4,pons,2205530,1.0,0.0014798372179060304
7,176,2022-03-01,2704,0,pons,2205530,1.0,0.0
5,177,2022-05-01,2704,0,pons,2205530,0.0,0.0
0,178,2022-10-01,2716,7,pons,2205530,12.0,0.002577319587628866
1,179,2022-09-01,2711,8,pons,2205530,-5.0,0.002950940612320177
127,1,2011-11-01,1930,0,abdusattorov,14204118,0.0,0.0
128,2,2011-09-01,1930,13,abdusattorov,14204118,0.0,0.006735751295336788
122,3,2012-08-01,1937,0,abdusattorov,14204118,7.0,0.0
118,4,2012-12-01,1950,7,abdusattorov,14204118,13.0,0.0035897435897435897
126,5,2012-01-01,1907,10,abdusattorov,14204118,-43.0,0.005243838489774515
123,6,2012-07-01,1937,0,abdusattorov,14204118,30.0,0.0
125,7,2012-03-01,1907,0,abdusattorov,14204118,-30.0,0.0
124,8,2012-05-01,1937,9,abdusattorov,14204118,30.0,0.004646360351058337
119,9,2012-11-01,1949,0,abdusattorov,14204118,12.0,0.0
120,10,2012-10-01,1949,0,abdusattorov,14204118,0.0,0.0
121,11,2012-09-01,1949,15,abdusattorov,14204118,0.0,0.007696254489481785
114,12,2013-04-01,1915,0,abdusattorov,14204118,-34.0,0.0
110,13,2013-08-01,1935,0,abdusattorov,14204118,20.0,0.0
106,14,2013-12-01,1967,0,abdusattorov,14204118,32.0,0.0
116,15,2013-02-01,1915,0,abdusattorov,14204118,-52.0,0.0
117,16,2013-01-01,1915,8,abdusattorov,14204118,0.0,0.004177545691906005
111,17,2013-07-01,1935,0,abdusattorov,14204118,20.0,0.0
112,18,2013-06-01,1935,0,abdusattorov,14204118,0.0,0.0
115,19,2013-03-01,1915,4,abdusattorov,14204118,-20.0,0.0020887728459530026
113,20,2013-05-01,1935,8,abdusattorov,14204118,20.0,0.004134366925064599
107,21,2013-11-01,1967,0,abdusattorov,14204118,32.0,0.0
108,22,2013-10-01,1967,0,abdusattorov,14204118,0.0,0.0
109,23,2013-09-01,1967,8,abdusattorov,14204118,0.0,0.004067107269954245
102,24,2014-04-01,2057,11,abdusattorov,14204118,90.0,0.0053475935828877
98,25,2014-08-01,2128,0,abdusattorov,14204118,71.0,0.0
94,26,2014-12-01,2186,0,abdusattorov,14204118,58.0,0.0
104,27,2014-02-01,1954,0,abdusattorov,14204118,-232.0,0.0
105,28,2014-01-01,1954,16,abdusattorov,14204118,0.0,0.008188331627430911
99,29,2014-07-01,2128,9,abdusattorov,14204118,174.0,0.0042293233082706765
100,30,2014-06-01,2108,17,abdusattorov,14204118,-20.0,0.008064516129032258
103,31,2014-03-01,2024,11,abdusattorov,14204118,-84.0,0.005434782608695652
101,32,2014-05-01,2057,0,abdusattorov,14204118,33.0,0.0
95,33,2014-11-01,2186,9,abdusattorov,14204118,129.0,0.004117108874656907
96,34,2014-10-01,2179,27,abdusattorov,14204118,-7.0,0.012391005048187242
97,35,2014-09-01,2128,0,abdusattorov,14204118,-51.0,0.0
90,36,2015-04-01,2465,18,abdusattorov,14204118,337.0,0.007302231237322515
86,37,2015-08-01,2432,0,abdusattorov,14204118,-33.0,0.0
82,38,2015-12-01,2429,11,abdusattorov,14204118,-3.0,0.004528612597776863
92,39,2015-02-01,2193,0,abdusattorov,14204118,-236.0,0.0
93,40,2015-01-01,2193,9,abdusattorov,14204118,0.0,0.004103967168262654
87,41,2015-07-01,2432,9,abdusattorov,14204118,239.0,0.003700657894736842
88,42,2015-06-01,2443,12,abdusattorov,14204118,11.0,0.004911993450675399
91,43,2015-03-01,2263,8,abdusattorov,14204118,-180.0,0.003535130357931949
89,44,2015-05-01,2465,0,abdusattorov,14204118,202.0,0.0
83,45,2015-11-01,2436,9,abdusattorov,14204118,-29.0,0.003694581280788177
84,46,2015-10-01,2432,0,abdusattorov,14204118,-4.0,0.0
85,47,2015-09-01,2432,0,abdusattorov,14204118,0.0,0.0
78,48,2016-04-01,2391,0,abdusattorov,14204118,-41.0,0.0
74,49,2016-08-01,2375,0,abdusattorov,14204118,-16.0,0.0
70,50,2016-12-01,2428,0,abdusattorov,14204118,53.0,0.0
80,51,2016-02-01,2430,0,abdusattorov,14204118,2.0,0.0
81,52,2016-01-01,2430,9,abdusattorov,14204118,0.0,0.003703703703703704
75,53,2016-07-01,2375,9,abdusattorov,14204118,-55.0,0.003789473684210526
76,54,2016-06-01,2382,0,abdusattorov,14204118,7.0,0.0
79,55,2016-03-01,2391,20,abdusattorov,14204118,9.0,0.008364700961940611
77,56,2016-05-01,2382,9,abdusattorov,14204118,-9.0,0.003778337531486146
71,57,2016-11-01,2428,9,abdusattorov,14204118,46.0,0.0037067545304777594
72,58,2016-10-01,2395,9,abdusattorov,14204118,-33.0,0.0037578288100208767
73,59,2016-09-01,2375,0,abdusattorov,14204118,-20.0,0.0
66,60,2017-04-01,2437,9,abdusattorov,14204118,62.0,0.0036930652441526466
62,61,2017-08-01,2470,4,abdusattorov,14204118,33.0,0.0016194331983805667
58,62,2017-12-01,2516,9,abdusattorov,14204118,46.0,0.003577106518282989
68,63,2017-02-01,2429,0,abdusattorov,14204118,-87.0,0.0
69,64,2017-01-01,2429,9,abdusattorov,14204118,0.0,0.0037052284890901604
63,65,2017-07-01,2467,9,abdusattorov,14204118,38.0,0.0036481556546412645
64,66,2017-06-01,2462,9,abdusattorov,14204118,-5.0,0.0036555645816409425
67,67,2017-03-01,2429,0,abdusattorov,14204118,-33.0,0.0
65,68,2017-05-01,2453,18,abdusattorov,14204118,24.0,0.007337953526294333
59,69,2017-11-01,2498,0,abdusattorov,14204118,45.0,0.0
60,70,2017-10-01,2498,9,abdusattorov,14204118,0.0,0.003602882305844676
61,71,2017-09-01,2486,18,abdusattorov,14204118,-12.0,0.007240547063555913
54,72,2018-04-01,2540,18,abdusattorov,14204118,54.0,0.007086614173228346
50,73,2018-08-01,2539,9,abdusattorov,14204118,-1.0,0.0035447026388341868
46,74,2018-12-01,2546,11,abdusattorov,14204118,7.0,0.00432050274941084
56,75,2018-02-01,2516,0,abdusattorov,14204118,-30.0,0.0
57,76,2018-01-01,2516,0,abdusattorov,14204118,0.0,0.0
51,77,2018-07-01,2534,0,abdusattorov,14204118,18.0,0.0
52,78,2018-06-01,2534,12,abdusattorov,14204118,0.0,0.004735595895816891
55,79,2018-03-01,2518,9,abdusattorov,14204118,-16.0,0.003574265289912629
53,80,2018-05-01,2550,9,abdusattorov,14204118,32.0,0.0035294117647058825
47,81,2018-11-01,2560,10,abdusattorov,14204118,10.0,0.00390625
48,82,2018-10-01,2558,0,abdusattorov,14204118,-2.0,0.0
49,83,2018-09-01,2558,18,abdusattorov,14204118,0.0,0.007036747458952306
42,84,2019-04-01,2578,9,abdusattorov,14204118,20.0,0.0034910783553141972
38,85,2019-08-01,2594,12,abdusattorov,14204118,16.0,0.004626060138781804
34,86,2019-12-01,2635,18,abdusattorov,14204118,41.0,0.00683111954459203
44,87,2019-02-01,2560,0,abdusattorov,14204118,-75.0,0.0
45,88,2019-01-01,2560,18,abdusattorov,14204118,0.0,0.00703125
39,89,2019-07-01,2598,0,abdusattorov,14204118,38.0,0.0
40,90,2019-06-01,2598,9,abdusattorov,14204118,0.0,0.003464203233256351
43,91,2019-03-01,2560,0,abdusattorov,14204118,-38.0,0.0
41,92,2019-05-01,2597,18,abdusattorov,14204118,37.0,0.006931074316519061
35,93,2019-11-01,2633,22,abdusattorov,14204118,36.0,0.008355488036460312
36,94,2019-10-01,2608,0,abdusattorov,14204118,-25.0,0.0
37,95,2019-09-01,2608,16,abdusattorov,14204118,0.0,0.006134969325153374
30,96,2020-04-01,2627,0,abdusattorov,14204118,19.0,0.0
26,97,2020-08-01,2627,0,abdusattorov,14204118,0.0,0.0
22,98,2020-12-01,2627,0,abdusattorov,14204118,0.0,0.0
32,99,2020-02-01,2644,13,abdusattorov,14204118,17.0,0.004916792738275341
33,100,2020-01-01,2635,0,abdusattorov,14204118,-9.0,0.0
27,101,2020-07-01,2627,0,abdusattorov,14204118,-8.0,0.0
28,102,2020-06-01,2627,0,abdusattorov,14204118,0.0,0.0
31,103,2020-03-01,2627,9,abdusattorov,14204118,0.0,0.0034259611724400457
29,104,2020-05-01,2627,0,abdusattorov,14204118,0.0,0.0
23,105,2020-11-01,2627,0,abdusattorov,14204118,0.0,0.0
24,106,2020-10-01,2627,0,abdusattorov,14204118,0.0,0.0
25,107,2020-09-01,2627,0,abdusattorov,14204118,0.0,0.0
18,108,2021-04-01,2627,0,abdusattorov,14204118,0.0,0.0
14,109,2021-08-01,2634,0,abdusattorov,14204118,7.0,0.0
10,110,2021-12-01,2633,21,abdusattorov,14204118,-1.0,0.007975693125712115
20,111,2021-02-01,2627,0,abdusattorov,14204118,-6.0,0.0
21,112,2021-01-01,2627,0,abdusattorov,14204118,0.0,0.0
15,113,2021-07-01,2634,0,abdusattorov,14204118,7.0,0.0
16,114,2021-06-01,2634,21,abdusattorov,14204118,0.0,0.007972665148063782
19,115,2021-03-01,2627,0,abdusattorov,14204118,-7.0,0.0
17,116,2021-05-01,2627,0,abdusattorov,14204118,0.0,0.0
11,117,2021-11-01,2646,0,abdusattorov,14204118,19.0,0.0
12,118,2021-10-01,2646,9,abdusattorov,14204118,0.0,0.003401360544217687
13,119,2021-09-01,2648,15,abdusattorov,14204118,2.0,0.0056646525679758305
6,120,2022-04-01,2661,9,abdusattorov,14204118,13.0,0.0033821871476888386
2,121,2022-08-01,2677,7,abdusattorov,14204118,16.0,0.002614867388868136
8,122,2022-02-01,2651,10,abdusattorov,14204118,-26.0,0.003772161448509996
9,123,2022-01-01,2641,9,abdusattorov,14204118,-10.0,0.0034078000757288905
3,124,2022-07-01,2688,18,abdusattorov,14204118,47.0,0.006696428571428571
4,125,2022-06-01,2661,0,abdusattorov,14204118,-27.0,0.0
7,126,2022-03-01,2651,0,abdusattorov,14204118,-10.0,0.0
5,127,2022-05-01,2661,0,abdusattorov,14204118,10.0,0.0
0,128,2022-10-01,2713,0,abdusattorov,14204118,52.0,0.0
1,129,2022-09-01,2713,22,abdusattorov,14204118,0.0,0.008109104312569112
150,1,2007-04-01,2164,24,shankland,2004887,0.0,0.011090573012939002
149,2,2007-07-01,2170,2,shankland,2004887,6.0,0.0009216589861751152
148,3,2007-10-01,2201,9,shankland,2004887,31.0,0.00408905043162199
146,4,2008-04-01,2296,10,shankland,2004887,95.0,0.004355400696864111
147,5,2008-01-01,2279,26,shankland,2004887,-17.0,0.011408512505484861
145,6,2008-07-01,2368,34,shankland,2004887,89.0,0.014358108108108109
144,7,2008-10-01,2436,36,shankland,2004887,68.0,0.014778325123152709
142,8,2009-04-01,2446,15,shankland,2004887,10.0,0.006132461161079314
143,9,2009-01-01,2453,11,shankland,2004887,7.0,0.004484304932735426
141,10,2009-07-01,2448,17,shankland,2004887,-5.0,0.006944444444444444
139,11,2009-11-01,2486,26,shankland,2004887,38.0,0.010458567980691875
140,12,2009-09-01,2474,34,shankland,2004887,-12.0,0.0137429264349232
138,13,2010-01-01,2491,27,shankland,2004887,17.0,0.010839020473705338
135,14,2010-07-01,2513,27,shankland,2004887,22.0,0.010744130521289296
137,15,2010-03-01,2486,25,shankland,2004887,-27.0,0.01005631536604988
136,16,2010-05-01,2507,23,shankland,2004887,21.0,0.009174311926605505
133,17,2010-11-01,2498,0,shankland,2004887,-9.0,0.0
134,18,2010-09-01,2498,24,shankland,2004887,0.0,0.009607686148919135
132,19,2011-01-01,2498,0,shankland,2004887,0.0,0.0
129,20,2011-07-01,2539,13,shankland,2004887,41.0,0.005120126033871603
131,21,2011-03-01,2512,10,shankland,2004887,-27.0,0.003980891719745223
130,22,2011-05-01,2524,12,shankland,2004887,12.0,0.004754358161648178
127,23,2011-11-01,2560,4,shankland,2004887,36.0,0.0015625
128,24,2011-09-01,2553,20,shankland,2004887,-7.0,0.007833920877399139
122,25,2012-08-01,2581,8,shankland,2004887,28.0,0.0030995738086013174
118,26,2012-12-01,2595,9,shankland,2004887,14.0,0.003468208092485549
126,27,2012-01-01,2565,9,shankland,2004887,-30.0,0.0035087719298245615
123,28,2012-07-01,2579,9,shankland,2004887,14.0,0.0034897246994959287
125,29,2012-03-01,2580,9,shankland,2004887,1.0,0.0034883720930232558
124,30,2012-05-01,2581,11,shankland,2004887,1.0,0.004261913986826811
119,31,2012-11-01,2605,0,shankland,2004887,24.0,0.0
120,32,2012-10-01,2605,10,shankland,2004887,0.0,0.003838771593090211
121,33,2012-09-01,2597,20,shankland,2004887,-8.0,0.007701193685021178
114,34,2013-04-01,2612,0,shankland,2004887,15.0,0.0
110,35,2013-08-01,2591,9,shankland,2004887,-21.0,0.0034735623311462757
106,36,2013-12-01,2602,7,shankland,2004887,11.0,0.002690238278247502
116,37,2013-02-01,2612,13,shankland,2004887,10.0,0.0049770290964777945
117,38,2013-01-01,2595,0,shankland,2004887,-17.0,0.0
111,39,2013-07-01,2599,9,shankland,2004887,4.0,0.0034628703347441324
112,40,2013-06-01,2601,9,shankland,2004887,2.0,0.0034602076124567475
115,41,2013-03-01,2612,0,shankland,2004887,11.0,0.0
113,42,2013-05-01,2612,0,shankland,2004887,0.0,0.0
107,43,2013-11-01,2605,0,shankland,2004887,-7.0,0.0
108,44,2013-10-01,2605,0,shankland,2004887,0.0,0.0
109,45,2013-09-01,2605,9,shankland,2004887,0.0,0.00345489443378119
102,46,2014-04-01,2616,5,shankland,2004887,11.0,0.00191131498470948
98,47,2014-08-01,2624,20,shankland,2004887,8.0,0.007621951219512195
94,48,2014-12-01,2642,0,shankland,2004887,18.0,0.0
104,49,2014-02-01,2611,18,shankland,2004887,-31.0,0.0068939103791650705
105,50,2014-01-01,2602,0,shankland,2004887,-9.0,0.0
99,51,2014-07-01,2632,0,shankland,2004887,30.0,0.0
100,52,2014-06-01,2632,14,shankland,2004887,0.0,0.005319148936170213
103,53,2014-03-01,2611,0,shankland,2004887,-21.0,0.0
101,54,2014-05-01,2634,9,shankland,2004887,23.0,0.003416856492027335
95,55,2014-11-01,2642,20,shankland,2004887,8.0,0.00757002271006813
96,56,2014-10-01,2633,0,shankland,2004887,-9.0,0.0
97,57,2014-09-01,2633,12,shankland,2004887,0.0,0.004557538928978352
90,58,2015-04-01,2661,0,shankland,2004887,28.0,0.0
86,59,2015-08-01,2655,9,shankland,2004887,-6.0,0.003389830508474576
82,60,2015-12-01,2646,0,shankland,2004887,-9.0,0.0
92,61,2015-02-01,2661,13,shankland,2004887,15.0,0.004885381435550545
93,62,2015-01-01,2652,18,shankland,2004887,-9.0,0.006787330316742082
87,63,2015-07-01,2656,0,shankland,2004887,4.0,0.0
88,64,2015-06-01,2656,0,shankland,2004887,0.0,0.0
91,65,2015-03-01,2661,0,shankland,2004887,5.0,0.0
89,66,2015-05-01,2656,20,shankland,2004887,-5.0,0.007530120481927711
83,67,2015-11-01,2646,12,shankland,2004887,-10.0,0.0045351473922902496
84,68,2015-10-01,2638,6,shankland,2004887,-8.0,0.002274450341167551
85,69,2015-09-01,2656,10,shankland,2004887,18.0,0.0037650602409638554
78,70,2016-04-01,2656,9,shankland,2004887,0.0,0.00338855421686747
74,71,2016-08-01,2661,0,shankland,2004887,5.0,0.0
70,72,2016-12-01,2674,0,shankland,2004887,13.0,0.0
80,73,2016-02-01,2648,9,shankland,2004887,-26.0,0.0033987915407854984
81,74,2016-01-01,2638,11,shankland,2004887,-10.0,0.004169825625473844
75,75,2016-07-01,2661,9,shankland,2004887,23.0,0.0033821871476888386
76,76,2016-06-01,2646,0,shankland,2004887,-15.0,0.0
79,77,2016-03-01,2648,0,shankland,2004887,2.0,0.0
77,78,2016-05-01,2646,11,shankland,2004887,-2.0,0.0041572184429327285
71,79,2016-11-01,2674,9,shankland,2004887,28.0,0.0033657442034405387
72,80,2016-10-01,2679,8,shankland,2004887,5.0,0.0029861888764464353
73,81,2016-09-01,2679,9,shankland,2004887,0.0,0.0033594624860022394
66,82,2017-04-01,2678,18,shankland,2004887,-1.0,0.006721433905899925
62,83,2017-08-01,2671,0,shankland,2004887,-7.0,0.0
58,84,2017-12-01,2662,0,shankland,2004887,-9.0,0.0
68,85,2017-02-01,2674,0,shankland,2004887,12.0,0.0
69,86,2017-01-01,2674,0,shankland,2004887,0.0,0.0
63,87,2017-07-01,2671,18,shankland,2004887,-3.0,0.0067390490453013855
64,88,2017-06-01,2676,0,shankland,2004887,5.0,0.0
67,89,2017-03-01,2666,10,shankland,2004887,-10.0,0.0037509377344336083
65,90,2017-05-01,2676,11,shankland,2004887,10.0,0.004110612855007474
59,91,2017-11-01,2662,0,shankland,2004887,-14.0,0.0
60,92,2017-10-01,2662,0,shankland,2004887,0.0,0.0
61,93,2017-09-01,2662,18,shankland,2004887,0.0,0.0067618332081141996
54,94,2018-04-01,2671,9,shankland,2004887,9.0,0.0033695245226506927
50,95,2018-08-01,2727,0,shankland,2004887,56.0,0.0
46,96,2018-12-01,2724,0,shankland,2004887,-3.0,0.0
56,97,2018-02-01,2668,0,shankland,2004887,-56.0,0.0
57,98,2018-01-01,2668,9,shankland,2004887,0.0,0.003373313343328336
51,99,2018-07-01,2727,11,shankland,2004887,59.0,0.004033736707004034
52,100,2018-06-01,2717,10,shankland,2004887,-10.0,0.00368052999631947
55,101,2018-03-01,2668,0,shankland,2004887,-49.0,0.0
53,102,2018-05-01,2701,11,shankland,2004887,33.0,0.004072565716401333
47,103,2018-11-01,2724,16,shankland,2004887,23.0,0.005873715124816446
48,104,2018-10-01,2722,0,shankland,2004887,-2.0,0.0
49,105,2018-09-01,2722,7,shankland,2004887,0.0,0.002571638501102131
42,106,2019-04-01,2725,12,shankland,2004887,3.0,0.004403669724770643
38,107,2019-08-01,2713,0,shankland,2004887,-12.0,0.0
34,108,2019-12-01,2683,7,shankland,2004887,-30.0,0.002609019754006709
44,109,2019-02-01,2731,13,shankland,2004887,48.0,0.004760161113145368
45,110,2019-01-01,2725,2,shankland,2004887,-6.0,0.0007339449541284404
39,111,2019-07-01,2713,10,shankland,2004887,-12.0,0.003685956505713233
40,112,2019-06-01,2717,0,shankland,2004887,4.0,0.0
43,113,2019-03-01,2731,0,shankland,2004887,14.0,0.0
41,114,2019-05-01,2717,11,shankland,2004887,-14.0,0.004048582995951417
35,115,2019-11-01,2679,13,shankland,2004887,-38.0,0.0048525569242254575
36,116,2019-10-01,2705,0,shankland,2004887,26.0,0.0
37,117,2019-09-01,2705,7,shankland,2004887,0.0,0.002587800369685767
30,118,2020-04-01,2691,0,shankland,2004887,-14.0,0.0
26,119,2020-08-01,2691,0,shankland,2004887,0.0,0.0
22,120,2020-12-01,2691,0,shankland,2004887,0.0,0.0
32,121,2020-02-01,2683,0,shankland,2004887,-8.0,0.0
33,122,2020-01-01,2683,0,shankland,2004887,0.0,0.0
27,123,2020-07-01,2691,0,shankland,2004887,8.0,0.0
28,124,2020-06-01,2691,0,shankland,2004887,0.0,0.0
31,125,2020-03-01,2691,9,shankland,2004887,0.0,0.0033444816053511705
29,126,2020-05-01,2691,0,shankland,2004887,0.0,0.0
23,127,2020-11-01,2691,0,shankland,2004887,0.0,0.0
24,128,2020-10-01,2691,0,shankland,2004887,0.0,0.0
25,129,2020-09-01,2691,0,shankland,2004887,0.0,0.0
18,130,2021-04-01,2691,0,shankland,2004887,0.0,0.0
14,131,2021-08-01,2709,0,shankland,2004887,18.0,0.0
10,132,2021-12-01,2708,0,shankland,2004887,-1.0,0.0
20,133,2021-02-01,2691,0,shankland,2004887,-17.0,0.0
21,134,2021-01-01,2691,0,shankland,2004887,0.0,0.0
15,135,2021-07-01,2709,7,shankland,2004887,18.0,0.002583979328165375
16,136,2021-06-01,2691,0,shankland,2004887,-18.0,0.0
19,137,2021-03-01,2691,0,shankland,2004887,0.0,0.0
17,138,2021-05-01,2691,0,shankland,2004887,0.0,0.0
11,139,2021-11-01,2708,11,shankland,2004887,17.0,0.004062038404726735
12,140,2021-10-01,2714,6,shankland,2004887,6.0,0.002210759027266028
13,141,2021-09-01,2720,19,shankland,2004887,6.0,0.006985294117647059
6,142,2022-04-01,2709,6,shankland,2004887,-11.0,0.0022148394241417496
2,143,2022-08-01,2720,0,shankland,2004887,11.0,0.0
8,144,2022-02-01,2708,0,shankland,2004887,-12.0,0.0
9,145,2022-01-01,2708,0,shankland,2004887,0.0,0.0
3,146,2022-07-01,2720,9,shankland,2004887,12.0,0.0033088235294117647
4,147,2022-06-01,2718,0,shankland,2004887,-2.0,0.0
7,148,2022-03-01,2704,13,shankland,2004887,-14.0,0.004807692307692308
5,149,2022-05-01,2718,8,shankland,2004887,14.0,0.0029433406916850625
0,150,2022-10-01,2712,0,shankland,2004887,-6.0,0.0
1,151,2022-09-01,2712,7,shankland,2004887,0.0,0.0025811209439528023
178,1,2000-01-01,2442,24,sargissian,13300881,0.0,0.009828009828009828
177,2,2000-07-01,2474,28,sargissian,13300881,32.0,0.01131770412287793
176,3,2000-10-01,2474,9,sargissian,13300881,0.0,0.003637833468067906
174,4,2001-04-01,2517,21,sargissian,13300881,43.0,0.00834326579261025
175,5,2001-01-01,2520,32,sargissian,13300881,3.0,0.012698412698412698
173,6,2001-07-01,2514,26,sargissian,13300881,-6.0,0.010342084327764518
172,7,2001-10-01,2519,13,sargissian,13300881,5.0,0.005160778086542279
170,8,2002-04-01,2538,9,sargissian,13300881,19.0,0.0035460992907801418
171,9,2002-01-01,2515,10,sargissian,13300881,-23.0,0.003976143141153081
169,10,2002-07-01,2538,0,sargissian,13300881,23.0,0.0
168,11,2002-10-01,2568,13,sargissian,13300881,30.0,0.0050623052959501555
