id;member_id;loan_amnt;funded_amnt;funded_amnt_inv;term;int_rate;installment;grade;sub_grade;annual_inc;verification_status;issue_d;loan_status;pymnt_plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12446784;14458912;19675;19675;19675;60 months;19.47;515.49;D;D5;47000;Source Verified;Feb-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50064210;53422949;8000;8000;8000;36 months;5.32;240.92;A;A1;54000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57733299;61486038;19000;19000;19000;36 months;8.18;596.97;B;B1;106000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63437152;67779936;35000;35000;35000;60 months;16.55;861.4;D;D2;83000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38445791;41229578;28775;28775;28775;60 months;22.99;811.02;F;F1;100000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3730324;4723265;24000;24000;24000;36 months;7.9;750.97;A;A4;230000;Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56052115;59713944;8000;8000;8000;36 months;8.18;251.36;B;B1;84818.75;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57354312;61057028;30000;30000;30000;60 months;13.33;687.68;C;C3;70000;Source Verified;Aug-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58010576;61814303;20475;20475;20425;60 months;12.69;462.63;C;C2;50000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626701;803074;1000;1000;500;36 months;9.99;32.27;B;B4;85000;Source Verified;Dec-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7224706;1512194;20000;20000;20000;60 months;21.15;542.76;E;E2;65000;Source Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64079786;68510562;15000;15000;15000;36 months;7.26;464.95;A;A4;50000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62167132;66363898;12000;12000;12000;36 months;9.17;382.55;B;B2;83000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8396526;10138579;5000;5000;5000;36 months;15.61;174.83;C;C3;50635;Not Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7625377;9307491;11500;11500;11500;60 months;23.1;324.86;E;E4;52000;Source Verified;Oct-2013;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12707224;14719386;5225;5225;5225;36 months;9.67;167.79;B;B1;105000;Source Verified;mar/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35084508;37767852;3000;3000;3000;36 months;15.59;104.87;D;D1;42922.7;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56022111;59683978;20000;20000;20000;60 months;15.61;482.23;D;D1;180000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52027979;55457727;10700;10700;10700;60 months;21.99;295.47;F;F1;28216.8;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43215589;46222311;18150;18150;18150;36 months;12.29;605.36;C;C1;80000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50425264;53804978;7900;7900;7900;36 months;9.17;251.85;B;B2;15804;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59253209;63141049;11675;11675;11675;60 months;17.86;295.58;D;D5;51000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28312549;30835669;20000;20000;20000;36 months;9.17;637.58;B;B1;160000;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67376619;72188378;6525;6525;6525;36 months;15.41;227.51;D;D1;45000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30795837;33349016;17500;17500;17500;60 months;8.19;356.44;A;A5;98000;Source Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43869662;46886386;10275;10275;10275;60 months;24.99;301.53;F;F4;34292;Source Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20849433;23132295;12350;12350;12350;36 months;18.99;452.64;E;E1;86000;Source Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55351366;58953120;35000;35000;34975;36 months;10.99;1145.69;B;B4;74500;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39549686;42373419;7000;7000;7000;36 months;11.99;232.47;B;B5;78000;Source Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22972745;25315682;5000;5000;5000;36 months;8.39;157.59;A;A5;140000;Not Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025579;1254741;5000;5000;5000;36 months;7.9;156.46;A;A4;40000;Not Verified;nov/11;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
